0,2015-01-30,603609.XSHG,601969.XSHG,603188.XSHG,603688.XSHG,603005.XSHG,601579.XSHG,603518.XSHG,603456.XSHG,601016.XSHG,603099.XSHG,002717.XSHE,603988.XSHG,603019.XSHG,603166.XSHG,300397.XSHE
1,2015-01-30,603609.XSHG,603188.XSHG,603688.XSHG,603518.XSHG,603168.XSHG,603588.XSHG,603099.XSHG,603606.XSHG,603009.XSHG,603011.XSHG,,,,,
2,2015-01-30,603609.XSHG,603188.XSHG,603688.XSHG,603288.XSHG,603518.XSHG,300406.XSHE,603099.XSHG,601226.XSHG,300393.XSHE,603636.XSHG,603088.XSHG,,,,
3,2015-01-30,603609.XSHG,603188.XSHG,603688.XSHG,603518.XSHG,603998.XSHG,603126.XSHG,603099.XSHG,603100.XSHG,603006.XSHG,603111.XSHG,,,,,
4,2015-01-30,603609.XSHG,601015.XSHG,603188.XSHG,603688.XSHG,603328.XSHG,603369.XSHG,603518.XSHG,603368.XSHG,600917.XSHG,603099.XSHG,603018.XSHG,603806.XSHG,300386.XSHE,603306.XSHG,603169.XSHG
